rank,score,survived_all,kp_length,kd_length,kp_angle,kd_angle,mean_vx_mae_mps,mean_yaw_mae_radps,mean_height_mae_m,mean_length_tracking_rmse_m,mean_angle_tracking_rmse_rad,mean_tilt_p90_deg,max_tilt_deg,mean_leg_saturation_fraction,max_closure_residual_m
123,2.748052916646884,True,1050.0,30.0,50.0,1.5,0.1980237249587825,0.041399972239798785,0.014166335080159978,0.012196600021561973,0.04620611586190764,0.9141988082114434,2.8561966847315174,0.0,0.0004936212319214865
124,2.749438664577252,True,900.0,20.0,80.0,10.0,0.1676954346001961,0.039054523619422875,0.013535882579462819,0.013976334144441466,0.042002906424192396,1.0068444389911746,2.167320306258727,6.9367369589345175e-06,0.0004872218081156024
125,2.751712149678921,True,900.0,20.0,65.0,3.0,0.1796047744639681,0.03934287030283792,0.013665485231640875,0.013919454759999558,0.03811887068394063,0.9981782628305333,2.5027115397836046,0.0,0.00048351715403583637
126,2.7555236311823554,True,900.0,40.0,65.0,8.0,0.18018565426268116,0.03991100367494782,0.013366286306822486,0.013341640956778634,0.04609873830660127,0.9247173520420161,2.022196247583584,0.0,0.0004789343286170643
127,2.757841601903181,True,1050.0,30.0,50.0,3.0,0.1983452465935548,0.041618562375802255,0.014147112420414651,0.012168903701565629,0.04842225210384063,0.8272053994212002,1.9825513475470276,0.0,0.0004935308334209062
128,2.7614253373070774,True,900.0,10.0,80.0,6.0,0.16707047091871044,0.038799784301317086,0.01378009405973824,0.014556539010627666,0.03646613581756798,1.0385520946397067,2.307042130521585,6.9367369589345175e-06,0.0004907445388855862
129,2.7756093289135086,True,900.0,20.0,65.0,5.0,0.17973111386183677,0.03975138929752372,0.013647960389146665,0.01392640943959773,0.04151121330061426,0.9264950004914791,2.0539002379969973,0.0,0.0004836089402121181
130,2.781356441801219,True,900.0,80.0,50.0,1.5,0.19858168093638262,0.040237391910458914,0.01348507816681031,0.01298011255616889,0.045999771633551526,0.9053396106415915,2.935133796607439,0.0,0.00046701100302829667
131,2.7867377304783743,True,1050.0,60.0,50.0,8.0,0.19969544736679815,0.04227913875049989,0.01385258264176442,0.011707405042509843,0.05689986513482659,0.8563549391051366,2.3906523235465778,0.0,0.0004902251080371321
132,2.788065931531672,True,1050.0,30.0,50.0,5.0,0.1987065848853102,0.04205923091700889,0.01411906220747812,0.01218009774800721,0.05210086774270208,0.7942903637650088,1.6167469441733764,0.0,0.0004942409769518813
133,2.7926136330140783,True,900.0,80.0,50.0,3.0,0.19906771519749955,0.04059624673490207,0.013453261712258184,0.012958938036301687,0.04822477422789886,0.8233538390259392,1.8950004682645794,0.0,0.0004669965079389051
134,2.8001910680081648,True,750.0,50.0,80.0,10.0,0.16887635877619,0.038529607906093916,0.012434510130727758,0.015129972348444874,0.041625468897345155,1.0091454038782088,2.1483334137518546,6.9367369589345175e-06,0.0004596351256424662
135,2.8030950792558014,True,750.0,50.0,65.0,3.0,0.18063488930011817,0.03865110791433995,0.012577957217902093,0.015085102804791172,0.03789449219266788,0.9859289412695768,2.423713304776003,0.0,0.00045708799642793773
136,2.8169525911985875,True,900.0,40.0,50.0,1.5,0.19886684887885386,0.040939682280815445,0.013552944439853085,0.013323378096942343,0.04609638048283125,0.90912236523478,2.870379641242659,0.0,0.0004745805473768852
137,2.8172192130116085,True,900.0,10.0,80.0,10.0,0.16790790868891659,0.039472394806235024,0.01374736252689406,0.014610407751647379,0.04228987538341622,1.0319304689366804,2.169955734140604,6.9367369589345175e-06,0.0004911009852563671
138,2.8191750578536117,True,900.0,10.0,65.0,3.0,0.17999003526402974,0.03972812974216418,0.01387046322843728,0.014536394184350378,0.038275764977682245,1.0480955494501139,2.7040098419401466,0.0,0.0004875750690985667
139,2.8208723720108018,True,900.0,20.0,65.0,8.0,0.18024468688839315,0.04032813229780763,0.013612347885346321,0.013963075837315774,0.04633430040206682,0.9270924735551471,2.0280249200548606,0.0,0.00048428134587996544
140,2.8219986602017113,True,900.0,80.0,50.0,5.0,0.1994809913299479,0.04119332224929524,0.013414299320426634,0.012964684233737455,0.051858708569847624,0.78748399375208,1.5879146727762015,0.0,0.0004673696925034974
141,2.827632246329702,True,900.0,40.0,50.0,3.0,0.19921336550491114,0.04119930332100458,0.013531065991323546,0.013300358767494469,0.048334169235461154,0.8247549246433938,1.981993792980486,0.0,0.00047446670383028506
142,2.8277966607982923,True,750.0,50.0,65.0,5.0,0.18096526664686977,0.03914889547824574,0.012555851980650564,0.015086969736513746,0.04122864814463446,0.9264371808675367,1.940883354482732,0.0,0.0004567437718362673
143,2.8295170428947656,True,750.0,20.0,80.0,6.0,0.16835802962992402,0.03842686882651399,0.01279856146157004,0.015849101901464432,0.036241309145826656,1.0274797340434398,2.181954119737473,6.9367369589345175e-06,0.00046496314348454563
144,2.841434850173158,True,1050.0,30.0,50.0,8.0,0.19971837278667243,0.042696846283327414,0.01406515043726382,0.012217245456473775,0.05711300851895276,0.8620387655174868,2.3954789090826827,0.0,0.0004968209778151682
145,2.842326109931329,True,900.0,10.0,65.0,5.0,0.1799325994860021,0.04018090701790185,0.0138539246114232,0.014549340038095212,0.041717549961106735,0.9605804941079242,2.2630186456701007,0.0,0.00048749445124595997
146,2.8577779469514684,True,900.0,40.0,50.0,5.0,0.19952669694765057,0.04170205389059481,0.013500872768963567,0.01331117481214895,0.05201855561058578,0.790888581564342,1.6037000475582492,0.0,0.0004750574739431304
147,2.867080023610952,True,1200.0,100.0,35.0,2.0,0.23186446513312184,0.044774760309716576,0.014567671451136964,0.010481163634814411,0.06547468895431895,0.6432162395865335,1.5543528807698368,0.0,0.0004912146200756915
148,2.8717871731523017,True,750.0,50.0,65.0,8.0,0.18142192628450202,0.03985554932816339,0.012513925560152444,0.015112807897735225,0.04598302264744032,0.9292493435942983,2.007210396422877,0.0,0.00045666026042079935
149,2.8730868417517605,True,900.0,80.0,50.0,8.0,0.2003708566211334,0.04201829735423644,0.01334507526675707,0.012992357256102486,0.0567595220788514,0.8525066735246464,2.3775530564622396,0.0,0.00046814060844077544
150,2.8823980446217314,True,750.0,20.0,80.0,10.0,0.16889819390733307,0.039148158206338816,0.012759336901240873,0.01589387203597942,0.04199957886986916,1.0129109435302008,2.157796591757249,6.9367369589345175e-06,0.00046488562862278464
151,2.884769321436161,True,900.0,20.0,50.0,1.5,0.19947293619446732,0.041436644072864535,0.01379128658833353,0.013932206725421937,0.04624746986701073,0.943922721700226,2.830205414635291,0.0,0.0004799529355903978
152,2.8860226588993547,True,750.0,20.0,65.0,3.0,0.18113070468311893,0.03940856789898389,0.012891912379446835,0.01582281621096283,0.038076371533694954,1.027162295230592,2.551965561685797,0.0,0.0004612752915990279
153,2.889089703488732,True,900.0,10.0,65.0,8.0,0.18045853174971221,0.040728337726830294,0.013823420776892114,0.014596765655596328,0.04660613764242974,0.9601718800539163,2.0311063506281113,0.0,0.00048817120776076803
154,2.89055515575876,True,1200.0,50.0,35.0,2.0,0.2319002960308199,0.04527256994348532,0.0145465953428307,0.010739454415295679,0.06558915875023746,0.644155724002292,1.631914126876942,0.0,0.0005003655738446545
155,2.892972964391424,True,900.0,20.0,50.0,3.0,0.19947974413680808,0.04166711945670647,0.01377260525832177,0.013905337586968904,0.04850128394615642,0.8433687755878375,2.2115556806751697,0.0,0.0004795700269942716
156,2.909645482621687,True,750.0,20.0,65.0,5.0,0.1811835199986755,0.03983503798255955,0.012877139966415579,0.01583693249651056,0.04149713180815241,0.942665010997989,2.102954343235,0.0,0.00046146281033177113
157,2.910336618217712,True,900.0,40.0,50.0,8.0,0.20037794726605632,0.04242589509816731,0.01344363713520531,0.013346381297991155,0.057007751762188016,0.8568002664554197,2.3847506509708345,0.0,0.0004760721625046485
158,2.9225411819442577,True,900.0,20.0,50.0,5.0,0.199638519776629,0.04210166479208702,0.013746107880300805,0.013926994962748167,0.052217151435501506,0.7948364533204828,1.791482222679655,0.0,0.0004803259110809042
159,2.933179303892807,True,750.0,50.0,50.0,1.5,0.20010779754588764,0.04080676734605052,0.01271060528082441,0.015081280676511622,0.046021181956239346,0.9205527729385238,2.8818379961191627,0.0,0.0004530717779159743
160,2.9445488791238126,True,750.0,50.0,50.0,3.0,0.20051306487947926,0.04111988824169768,0.012688503404544757,0.015063939509884413,0.04826494663322292,0.8341415594189368,2.0270297810386806,0.0,0.0004527771640925297
161,2.950818039745907,True,1050.0,60.0,35.0,2.0,0.23244096979563492,0.045007774742967396,0.01413910312507946,0.011655676865933122,0.06552850346498153,0.6448040960552882,1.641117643366017,0.0,0.00048345161921471306
162,2.9538059078944743,True,750.0,20.0,65.0,8.0,0.18147470713449923,0.040429271100978534,0.01284060324462829,0.015875781228009,0.04632440313813727,0.9347989925531274,2.017216336408971,0.0,0.0004618212877081007
163,2.9553372158057947,True,900.0,10.0,50.0,1.5,0.2001116018233877,0.04175769546499236,0.014001624434008575,0.014552461365508407,0.04639855325591173,1.0196731462728528,3.016066813139994,0.0,0.00048426224206935627
164,2.960329773016176,True,900.0,10.0,50.0,3.0,0.1998085911732882,0.04205286561471962,0.013973865389726758,0.014522185270898432,0.04868064188965269,0.8935575358743304,2.4285407225995037,0.0,0.0004834320007352757
165,2.974119877011103,True,750.0,50.0,50.0,5.0,0.2007955707187469,0.0416744750690208,0.012655578808982557,0.015075834894690584,0.051930570966024735,0.7944701342678226,1.5820787384996804,0.0,0.0004529239737598879
166,2.976274398389571,True,900.0,20.0,50.0,8.0,0.20049506559003655,0.042729534477886355,0.013692355824300157,0.013974013565980603,0.05725340802433719,0.8603097029654587,2.388533232195684,0.0,0.0004817682551239095
167,2.990381269321982,True,900.0,10.0,50.0,5.0,0.1998480033735022,0.04249164722746303,0.013954027956610071,0.014555136413389435,0.05244590700150662,0.835317265817965,2.0113516684806654,0.0,0.0004841810898954539
168,3.0004327204441403,True,600.0,40.0,80.0,6.0,0.17005556755395365,0.0380688604969919,0.011064443499730727,0.01864065999921108,0.03586233693093809,1.1133026429894595,2.435731565900533,6.9367369589345175e-06,0.00044136058579449415
169,3.003814125756773,True,1050.0,30.0,35.0,2.0,0.23261023541980666,0.04549126707432667,0.014337661641150872,0.012151814680329578,0.06568194644182335,0.6488238423076513,1.8950723261381535,0.0,0.0004895009266526086
170,3.0172184116734813,True,750.0,20.0,50.0,1.5,0.20094739190983069,0.04150100517341909,0.01301976518942798,0.0158154539328927,0.04618115422115125,0.973899221731849,2.8473475785861964,0.0,0.00045692298590352143
171,3.0257333712588546,True,750.0,50.0,50.0,8.0,0.2014837072050732,0.04246902837799502,0.012593980348204952,0.01511256439425739,0.0568736984111909,0.8569816990119437,2.3691805998063464,0.0,0.0004533915584636289
172,3.0268014743116067,True,750.0,20.0,50.0,3.0,0.2009470526137967,0.04175957628830644,0.013007399216122834,0.01580601356996944,0.0484752375173209,0.8645324622935031,2.2139478243585504,0.0,0.00045714518809025024
173,3.0378824324608336,True,900.0,80.0,35.0,2.0,0.23306905505398107,0.04478146053159533,0.013643969398121614,0.012934734478443004,0.06546650768553705,0.641901179748896,1.6495468386261898,0.0,0.0004626498931020928
174,3.0448267568526632,True,900.0,10.0,50.0,8.0,0.20079748282761203,0.04304667824865989,0.013905926659603735,0.014615322098486304,0.05756068902450709,0.8853330292206295,2.3903751015363244,0.0,0.00048663114650649065
175,3.052427302005811,True,600.0,40.0,80.0,10.0,0.17054234794723774,0.038905835957967524,0.011022517051197746,0.018671771811893157,0.04155809431948676,1.1065061335653397,2.13410595469552,6.9367369589345175e-06,0.0004406736043048761
176,3.05517198939803,True,600.0,40.0,65.0,3.0,0.18257829789048274,0.0391779414774651,0.011174295682597386,0.018587791966005053,0.037814658754372246,1.1021990883435997,2.7054089635355076,0.0,0.00043814250167547263
177,3.0556234168245804,True,750.0,20.0,50.0,5.0,0.2009747330403837,0.042206879164607164,0.012982544380680024,0.015831750445601284,0.05220520990645659,0.8047508206670233,1.8063078437660935,0.0,0.0004578184867487542
178,3.0731285505687413,True,900.0,40.0,35.0,2.0,0.2333296175471456,0.045187966176405345,0.01372500669418494,0.013278327165953719,0.06558708331444513,0.6451126475452618,1.8153184721605722,0.0,0.0004700297383255749
179,3.0791527025581247,True,600.0,40.0,65.0,5.0,0.18285372071877112,0.03965318089511822,0.01115443118876609,0.018592681809827427,0.04114448094266816,1.0331778955472217,2.2997422380191943,0.0,0.00043774579956926536
180,3.107690926850096,True,750.0,20.0,50.0,8.0,0.20154675321192744,0.042880599363777444,0.01292649200034098,0.015882432252061436,0.05722037086900022,0.8577072526874137,2.3754498141271436,0.0,0.0004586927381565814
181,3.122204265244788,True,600.0,40.0,65.0,8.0,0.18312827769783369,0.04036475437309309,0.011114730847104945,0.018619955109945973,0.04591248101292228,1.0269031833822893,1.9928202608202816,0.0,0.0004375200395251362
182,3.123447301773524,True,600.0,15.0,80.0,6.0,0.17185944741354248,0.03816752526541525,0.011419335318982548,0.019621157913657847,0.03618964387936642,1.3401070362030407,3.214315726221461,6.9367369589345175e-06,0.0004411153647838284
183,3.1385988860003327,True,900.0,20.0,35.0,2.0,0.2337572672017032,0.045521121826040976,0.013966027497109769,0.01388000936024618,0.06575712479688751,0.6683918449277644,2.0994634014286526,0.0,0.0004750117652430451
184,3.1712607152045176,True,600.0,15.0,80.0,10.0,0.17175817425141557,0.039043507080348844,0.0114020649639736,0.019627551020314635,0.04205992812210223,1.2971691869530377,2.647305401563863,6.9367369589345175e-06,0.00044096718151273915
185,3.1812005463088036,True,600.0,40.0,50.0,1.5,0.2021095763317032,0.04156364435947397,0.011324155487168917,0.01852012973705553,0.04594558100637184,1.0321071212773552,2.8260073331852005,0.0,0.0004337308231590762
186,3.18391678844162,True,600.0,15.0,65.0,3.0,0.18488251781244547,0.039188287138014054,0.01151185528077482,0.019603309779679553,0.03799249396814822,1.3723910823716028,3.681611509252983,0.0,0.00043841034170056365
187,3.189351696613028,True,750.0,50.0,35.0,2.0,0.23451165801581447,0.04525044644731587,0.012893309216482275,0.015032899500591215,0.0655237825050739,0.6477366230542597,1.790678654868197,0.0,0.00044803925742836705
188,3.1930635685048143,True,600.0,40.0,50.0,3.0,0.20248180767501495,0.041856943835714505,0.011306666475622383,0.018511535221360592,0.04818584732756507,0.9429318002128366,2.2934949696189264,0.0,0.00043348784315867074
189,3.2022677314122063,True,600.0,15.0,65.0,5.0,0.18462239612600284,0.039688367136014244,0.011503077212124702,0.01958162523949751,0.041447060337778625,1.26195903209058,3.2368300635827367,0.0,0.0004381868182433736
190,3.2050179311530544,True,900.0,10.0,35.0,2.0,0.23420666509170024,0.04585095965051961,0.014159409179559226,0.01449163011332806,0.06594565400396682,0.7135220647586847,2.3124753455944727,0.0,0.0004786344629515112
191,3.222345207287025,True,600.0,40.0,50.0,5.0,0.20265910864272416,0.0423987989271867,0.011274888299942845,0.018526085346035955,0.051852561951012635,0.9005903089250825,1.8937454490307382,0.0,0.0004334875422539417
192,3.2404539312719414,True,600.0,15.0,65.0,8.0,0.18433807735272922,0.040437565110871584,0.011480162807787297,0.019580940056707245,0.04636284410771864,1.2200793035178505,2.6669260116527016,0.0,0.00043826691736854016
193,3.270488154617962,True,750.0,20.0,35.0,2.0,0.23519440343944745,0.04568123050542003,0.013212529982241945,0.01577066693726151,0.06572762839471995,0.6693563490651862,2.0318167409620354,0.0,0.00045231578332502665
194,3.271351721456182,True,600.0,40.0,50.0,8.0,0.20306995983758455,0.04320171681128642,0.011217562730933425,0.018566229239875005,0.05681086307557319,0.9340077037394633,2.3505222964541654,0.0,0.0004337083580791745
195,3.3119846888280797,True,600.0,15.0,50.0,1.5,0.20467007888062358,0.04151735233331642,0.01164874231365852,0.019537390592817415,0.04610466323981249,1.3266090979138758,3.7385183212363002,0.0,0.0004347214115652386
196,3.318246993729007,True,600.0,15.0,50.0,3.0,0.2044105675452526,0.041798123500318946,0.011649736722481686,0.019519286344090368,0.04840922321016339,1.1865943770001701,3.4172568696241035,0.0,0.00043483330407845407
197,3.341222803970025,True,600.0,15.0,50.0,5.0,0.20404285785516302,0.0423722009410607,0.011624679758173207,0.01950347313795684,0.0521919203709637,1.1015190245587896,2.873478076251969,0.0,0.00043470608061142463
198,3.387635136661359,True,600.0,15.0,50.0,8.0,0.2039778876556241,0.04312347379351584,0.011591622016811964,0.019527774165953728,0.057268615099574205,1.1145408674505295,2.386961891112437,0.0,0.00043509083735864055
199,3.430879318433271,True,600.0,40.0,35.0,2.0,0.2368054169354108,0.046435892307747195,0.011550335645627099,0.01837219943091051,0.065455387998684,0.732173921852497,1.9199348244746965,0.0,0.00042786664319101775
200,3.5462724323312225,True,600.0,15.0,35.0,2.0,0.23860901959470343,0.046336053576697726,0.011898211346248216,0.019326351227616386,0.0656852224436989,0.9149314549029384,2.5947915161065764,0.0,0.00042953761880002545
